"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"7900","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7901","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7902","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7903","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7904","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7905","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7906","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7907","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7908","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7909","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7910","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7911","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7912","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7913","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7914","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7916","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7917","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7918","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7919","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7920","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7921","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7922","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7923","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7924","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7925","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7926","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7927","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7928","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7929","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7930","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7931","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7932","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7933","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7934","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7935","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7936","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7937","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7938","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7939","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7940","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7941","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7942","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7943","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7944","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7945","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7946","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7947","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7948","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7949","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7950","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7951","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7952","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7953","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7954","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"7955","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7956","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7957","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7958","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7959","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"7960","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7961","Other minority","Female","Voted","Republicans","Non-white","Voter","Female",1
"7962","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7963","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7964","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7965","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7966","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7967","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7968","Other minority","Male","Voted","Other","Non-white","Voter","Male",1
"7969","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7970","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7971","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7972","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7973","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7974","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7975","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7976","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7977","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7978","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7979","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7980","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7981","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7982","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7983","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7985","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7986","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7987","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7988","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7989","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7990","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7991","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7992","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7993","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7994","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7995","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7996","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7997","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7998","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7999","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8000","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8001","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8002","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8003","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8004","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8005","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8006","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8007","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8008","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8009","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8010","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8011","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8012","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8013","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8014","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8015","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8016","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8017","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8018","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8019","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8020","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"8021","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8022","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8023","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8024","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8025","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8026","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8027","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8028","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8029","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8030","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8031","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8032","Plurality group","Male","Voted","Other","White","Voter","Male",1
"8033","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8034","Plurality group","Male","Voted","Other","White","Voter","Male",1
"8035","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8036","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"8037","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8038","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8039","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8040","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"8041","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8042","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"8043","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8044","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8045","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8046","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8047","Other minority","Female","Voted","Republicans","Non-white","Voter","Female",1
"8048","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8049","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8050","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8051","Other minority","Female","Voted","Other","Non-white","Voter","Female",1
"8052","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8053","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8054","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8055","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8056","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8057","Plurality group","Male","Voted","Other","White","Voter","Male",1
"8058","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8059","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"8060","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8061","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8062","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8063","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8064","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8065","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"8066","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8067","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8068","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"8069","Plurality group","Male","Voted","Other","White","Voter","Male",1
"8070","Plurality group","Male","Voted","Other","White","Voter","Male",1
"8071","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"8072","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"8073","Plurality group","Female","Voted","Other","White","Voter","Female",1
